1200430302918660096,beingdalit87,"RT @JhaSanjay: She cursed slain martyr Hemant Karkare. 
1200475707924574208,krishnakant_75,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200475714392215552,KimClarkson17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200475753877389319,nkk_123,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476014805180416,amitgarhwal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476046698483712,SirDharmendraSa,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476219772301312,girish_joshig,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476238835601409,IndieGourmand,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476336357134336,bharathbunny27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476336956985344,SumitRa90333993,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200476359249653760,SumitRa90333993,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200476361485217792,suzyagarwal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200476511591006208,SumitRa90333993,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200476531920908289,UjjwalaDesai,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200476608236097536,suvhd,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200476655111659520,girimantu90,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476665043750912,Common_Man_FAN,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200476693359669248,NarayananKtoi,"<a href=""https://timesofindia.indiatimes.com"" rel=""nofollow"">TOIBot</a>",en
1200476718474989568,akulupatil18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476723004862465,MedhiDeepkumar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200476810980532224,b3aa24b2b859426,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200477116191531008,mohdafzalsyed,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en
1200477246198177792,MedhiDeepkumar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200477316163391488,MedhiDeepkumar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200477318889836544,BandeKhuda,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200477409826549761,InnerVo22251335,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en
1200477485286060032,RohitRa93128755,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200477503711674368,RohitRa93128755,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200477647307866113,RohitRa93128755,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200477843391537152,taxbricks,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200477865097060352,PrakashJuyal5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200477885007462401,PrakashJuyal5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200477916645085184,TaleofLyf,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200478257159651328,FCSJigarShah,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200478323123662848,mo_rehaz,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200478364135350273,SamikshaRana8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200478382162464768,SamikshaRana8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200478424457859072,Naripjain1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200478442904416257,NitinKashyap14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200478460176527360,Himansh72125945,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200478469848612864,shankar6763,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200478490069307392,SamikshaRana8,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200478503667302400,mccanand,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200478564501590016,SankaPadma,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200478682290122754,SurbhiRanjan6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200478699075731456,SurbhiRanjan6,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200478713327915009,motormouthdoda,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200478791849525248,usahu0296,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200478803107074048,Shivrajput52,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200478826477707264,nicepk4u,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200479084658053120,genexxtgroup,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200479193437368320,palaash4srk,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200479228342362112,IamJunnu,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200479235858550784,sjrmk,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200479534681747456,04MANDISH,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200479759169228800,TheHansIndiaWeb,"<a href=""https://hocalwire.com"" rel=""nofollow"">Hocalwire Social Share</a>",en
1200479823954468864,Married2Martyr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200479877415092224,ekauraamaadmi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200480096177418240,amarendrabigb,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200480461706784768,indianlove1947,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200480692066324480,Antibhakt5,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200480714166112256,camsachinsawant,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200480741680766976,UpdatesFrequent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200480788216721408,Harsha_ReddyP,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200480791328776193,bankim_jani,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200480950897070080,ardh_narishwar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200481121034588161,otro_sm,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200481316287868928,Mohammedkhajas6,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200481336689082368,NikhilP72108560,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200481597339779072,DhamakedarLadki,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200481632840368128,PoppyMpf6666,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200481635403042816,SarahTitus0306,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200481768819703808,recent_facts,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200482045169827840,pdinakar,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200482071342247937,KPrawinn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200482121162223616,Common_Man_FAN,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200482164825055232,MTA_1969,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200482274732433408,viraat_hinduu,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200482277534371842,KindianU,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200482299747266561,iamJasbirChahal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200482410661654529,ramkrishnapand,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200482446791204864,aditya0484,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200482566341419008,DeveshAgrahari,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200482639875936256,kGXK9xV6h7rhzgv,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200482740803522560,anwarsadatsaad2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200483168890937344,bachannaravi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200483169109041152,Rahul43872914,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200483227581976577,tanveerjk1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200483265536126976,satyenbaba,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200483313997078528,RD_BANA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200483399124652032,pennewstweet,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200483476731940865,Impap21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200483479722479616,IamAbdullah51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200483489792921601,mannan2win,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200483537884856320,pennewstweet,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200483539210235904,pk2797,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200483721033347072,PeterPa86938365,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200483946657542144,vaibhavivchavan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200484490453217281,jaisinghraghuva,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200484518164979712,SivakotiPawan,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200485132156563456,Vikasvikki92,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200485297957400576,najibfarooq,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200485321709948928,preetlangroya,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200485454824398848,vikpandey,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200485488622104576,Nirakari90,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200485550949486592,MubinSayed3,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200485743933526016,JaveedSbhyd,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200485887244525569,5TrillionBanana,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200486010079129601,Zulfichandiwala,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200486047664066561,SudhirPuthran,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200486109366501376,varun34by02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200486725765795842,Infosureshom,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200486840299507713,kamran_mk01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200486902589050880,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200486923266969600,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200486949858893824,MasterNorb,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200486972994641920,ALANKGF,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487155245580288,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487155820183553,YZaidi18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487173113298944,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487263706050560,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487278935597056,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487293032660992,SachinSharma1_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487350960156672,PranitMungekar4,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200487351660597248,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487369574453253,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487402105495552,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487416454189056,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487457277349888,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487478047625216,tulika23anand,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en
1200487478966140928,Chaturvedisaty1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487608037470208,ssevak33,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487626479931393,gopal1308,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200487732532768770,fun6942,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
1200487998401343488,4d6acfb2e8764d8,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200488217515966464,sushil085,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en
1200488302203162625,PranitMungekar4,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en
